Algiers,Tunis,plane,1.2,186,"COPY: http://www.expedia.com/Flights-Search?trip=roundtrip&leg1=from:TUN,to:ALG,departure:03%2F27%2F2013TANYT&leg2=from:ALG,to:TUN,departure:04%2F17%2F2013TANYT&passengers=children:0,adults:1,seniors:0,infantinlap:Y&options=cabinclass:coach,nopenalty:N,sortby:price&mode=search"
Amman,Baghdad,plane,2,456,"COPY: http://www.kayak.com/flights/BGW-AMM/2013-03-28/f7483d6fa81a5f77608e3505efd152d7e"
Amman,Baghdad,plane,2,456,"COPY: http://www.kayak.com/flights/BGW-AMM/2013-03-28/f7483d6fa81a5f77608e3505efd152d7e"
Amman,Beirut,plane,2,156,"COPY: http://www.expedia.com/Flights-Search?trip=oneway&leg1=from:Beirut,%20Lebanon%20%28BEY-Rafic%20Hariri%20Intl.%29,to:AMM,departure:03%2F29%2F2013TANYT&passengers=children:0,adults:1,seniors:0,infantinlap:Y&options=cabinclass:coach,nopenalty:N,sortby:price&mode=search"
Amman,Cairo,bus,20,42.37,"http://www.seat61.com/Egypt.htm#International<BR><BR>http://www.jett.com.jo/#<BR><BR>**** warining******<BR>note that this crosses Israel, and you may be refused entry to Syria later on if you have any sign of a visit to Israel in your passport"
Amman,Damascus,bus,5,11,"COPY: http://www.seat61.com/Jordan.htm#Damascus to Amman by bus<BR><BR>http://www.jett.com.jo/#"
Amman,Jerusalem,plane,0.75,359,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=JRS&SD0=AMM&SDP0=17-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=JRS&SD0=AMM&SDP0=17-04-2013&AD=1&DO=true&NA=false<BR><BR>There are some slightly cheaper overland options, but several sources suggested that a flight is easiest. <BR><BR>Flights for both Jerusalem and Tel Aviv leave from Tel Aviv airport<BR>"
Amsterdam,Berlin,bus,10.25,70.5,"Reservation Fee Included.<BR><BR>http://www.eurolines.nl/en/?step=3"
Amsterdam,Berlin,train,6.3,185,"http://www.raileurope.com/us/point_to_point/ptp_results.htm?execution=e3s1&resultId=66060121&noLock=1&cobrand=public&saleCountry=us&cobrand=public&saleCountry=us&rows=&itemId=-1&fn=fsRequest&cobrand=public&c=USD&roundtrip=0&from1=&to1=&v=&isAtocRequest=0&georequest=1&route-type=0&from0=Amsterdam,%20Netherlands%20(AMS)&to0=Berlin,%20Germany%20(BER)&deptDate0=04/01/2013&time0=12&pass-question-radio=1&familyName=&nCountries=&selCountry1=&selCountry2=&selCountry3=&selCountry4=&selCountry5=&familyId=&p=0&nA=1&nY=0&nC=0&nS=0&youthAge0=&resultId=66060121"
Amsterdam,Brussels,bus,2.75,19.58,"Fee Included<BR><BR>http://www.eurolines.nl/en/?step=3"
Amsterdam,Brussels,train,2,111,"http://www.raileurope.com/us/point_to_point/ptp_results.htm?execution=e2s1&resultId=66060093&noLock=1&cobrand=public&saleCountry=us&cobrand=public&saleCountry=us&rows=&itemId=-1&fn=fsRequest&cobrand=public&c=USD&roundtrip=0&from1=&to1=&v=&isAtocRequest=0&georequest=1&route-type=0&from0=Amsterdam,%20Netherlands%20(AMS)&to0=Brussels,%20Belgium%20(BRU)&deptDate0=04/01/2013&time0=12&pass-question-radio=1&familyName=&nCountries=&selCountry1=&selCountry2=&selCountry3=&selCountry4=&selCountry5=&familyId=&p=0&nA=1&nY=0&nC=0&nS=0&youthAge0=&resultId=66060093"
Amsterdam,Canberra (Use Sydney),plane,21.3,804,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Amsterdam,Lima,plane,30.7,1640,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=LIM&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Amsterdam,London,plane,1,60,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=LON&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Amsterdam,Pretoria (Use Johannesburg),plane,15,560,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Amsterdam,Singapore,plane,12.5,549,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=SIN&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Amsterdam,Washington DC,plane,19.3,662,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Andorra la Vella,Madrid,bus,12,146,"Connecting bus in Barcelona.<BR>Sources:<BR>http://www.andorrabybus.com/en/ for Andorra La Vella to Barcelona<BR>http://www.alsa.es/ for Barcelona to Madrid"
Andorra la Vella,Paris,train,11,133,"Take a bus from Andorra La Vella ($13) to l'Hospitalet près l'Andorre just outside Andorra. Then take an overnight train to Paris ($120) Sources:<BR>http://www.seat61.com/Andorra.htm#.UTz3BxzV-So<BR>http://www.raileurope.com/us/point_to_point/ptp_results.htm?execution=e1s1&resultId=65748820&noLock=1&cobrand=public&saleCountry=us&noLock=1&resultId=65748820"
Ankara,Cairo,plane,5,470,"http://www.farecompare.com/results/flights-marketsearch.html?departdate=20130330&cabin=Coach&flexDates=&destination=CAI&c2=2&p=1&altAirports=false&onlyNonStops=false&s=d&departure=ANK&saveMySearch=&t=r&dsh=1&type=flights-market&returndate=20130424"
Ankara,Nicosia,train,3,422,"COPY: https://www.kayak.com/flightreservation?searchID=FAACD4caPO&resultID=d7b98a77ec835324948562b8c9cb388d&subOptId=E-1a2fb465bb5&providerCode=A3&ProvidedByCode=10&NumSenior=0&NumAdults=1&NumChildren=0&NumInfantsLap=0&Cabin=Economy&clickId=Z6KurfBWKJfkTAHasAEx2Q"
Ankara,Tehran,plane,3,123,"COPY: http://www.kayak.com/flights/IKA-IST/2013-03-28/f85826f2b22e0850182e30313b72e4f40"
Ankara,Yaounde,plane,12,1123,"COPY: momondo.com<BR>Turkish Airlines"
Antananarivo,Moroni,plane,1.3,520,"time of flight: http://www.happyzebra.com/distance-calculator/Moroni-to-Antananarivo.php<BR><BR>price and flight: http://www.airmadagascar.com/<BR><BR>visa required (lasts 45 days) : http://wikitravel.org/en/Comoros  (it is issued on arrival at about 61 euro)"
Apia,Pago Pago,plane,1.5,76,"http://flights.expedia.com/flights-from-pago-pago-to-apia-ppg-to-fgi/"
Ashgabat,Astana,plane,21,528,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=DOD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=TSE&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Kabul,plane,30,695,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=DOD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=KBL&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Lima,plane,57,1824,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=LIM&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=LIM&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,London,plane,15,307,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=LON&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=LON&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Pretoria (Use Johannesburg),plane,32.5,908,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=JNB&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=JNB&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Singapore,plane,19,836,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=SIN&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=SIN&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Tashkent,plane,29,593,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=DOD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=TAS&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Tehran,plane,29,598,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=DOD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=THR&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Ashgabat,Washington DC,plane,19,1075,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=WAS&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=WAS&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Asmara,Canberra (Use Sydney),plane,44,3284,"Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=SYD&SDP0=17-04-2013&SO1=SYD&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false"
Asmara,Djibouti,plane,29,629,"COPY: Ethiopian Airlines<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=JIB&SD0=ASM&SDP0=11-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=JIB&SD0=ASM&SDP0=11-04-2013&AD=1&DO=false&NA=false"
Asmara,Lima,plane,33,2372,"Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=LIM&SDP0=17-04-2013&SO1=LIM&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false"
Asmara,London,plane,13,1168,"Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=LON&SDP0=17-04-2013&SO1=LON&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false"
Asmara,Pretoria (Use Johannesburg),plane,32,1170,"Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=JNB&SDP0=17-04-2013&SO1=JNB&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false"
Asmara,Singapore,plane,37,1467,"Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=SIN&SDP0=17-06-2013&SO1=SIN&SD1=ASM&SDP1=17-02-2014&AD=1&DO=false&NA=false"
Asmara,Washington DC,plane,21,1526,"Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ASM&SD0=WAS&SDP0=17-04-2013&SO1=WAS&SD1=ASM&SDP1=22-04-2013&AD=1&DO=false&NA=false"
Astana,Ashgabat,plane,21,528,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=DOD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASB&SD0=TSE&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Astana,Beijing,plane,9,420,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=BJS&SD0=PNH&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BJS&SD0=ALA&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Astana,Beijing,train,40,300,"COPY: http://www.seat61.com/SilkRoute.htm#.UVUBZBxqmUY"
Astana,Bishkek,plane,4,963,"http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=DEL&SD0=KTM&SDP0=03-04-2013&SO1=KTM&SD1=DEL&SDP1=08-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=TSE&SD0=FRU&SDP0=03-04-2013&SO1=FRU&SD1=TSE&SDP1=08-04-2013&AD=1&DO=false&NA=false"
Astana,Kabul,plane,19,196,"COPY: http://www.rumbo.com/vuelos/spider.do<BR>"
Astana,Moskva,plane,16,363,"http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=DEL&SD0=ISB&SDP0=03-04-2013&SO1=ISB&SD1=DEL&SDP1=08-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=TSE&SD0=MOW&SDP0=03-04-2013&SO1=MOW&SD1=TSE&SDP1=08-04-2013&AD=1&DO=false&NA=false"
Astana,Tashkent,bus,4.5,408,"http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=DEL&SD0=KTM&SDP0=03-04-2013&SO1=KTM&SD1=DEL&SDP1=08-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=TSE&SD0=TAS&SDP0=03-04-2013&SO1=TAS&SD1=TSE&SDP1=08-04-2013&AD=1&DO=false&NA=false"
Asuncion,Brasilia,bus,17,89,"http://www.tripwolf.com/en/guide/show/693211/Paraguay/Paraguay/Asuncion/To-Brazil/Brasilia"
Asuncion,Buenos Aires,bus,17,82,""
Asuncion,Canberra (Use Sydney),plane,57,2129,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=SYD&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=SYD&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Asuncion,La Paz,bus,28,430,""
Asuncion,London,plane,23,1377,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=LON&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=LON&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Asuncion,Pretoria (Use Johannesburg),plane,20,1720,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=JNB&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=JNB&SDP0=01-04-2013&AD=1&DO=false&NA=false	"
Asuncion,Singapore,plane,33,2262,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=SIN&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=SIN&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Asuncion,Washington DC,plane,15,934,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=WAS&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=WAS&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Athens,Belgrade,bus,16.5,70.5,"COPY: Source: http://livingingreece.gr/2011/06/02/international-buses-greece/<BR>http://www.fptravel.gr/index.php?option=com_content&view=article&id=93:ellada-servia&catid=42:leodoriaki-grammi&Itemid=112"
Athens,Canberra (Use Sydney),plane,21.83,870,"Emirates"
Athens,Lima,plane,29.4167,1282,"Multiple Airlines: Aegean Airlines and Lan Chile"
Athens,London,plane,4,227,"Aegean Airlines"
Athens,Pretoria (Use Johannesburg),plane,15,515,"Egyptair"
Athens,Singapore,plane,16.4167,671,"Etihad Airways"
Athens,Skopje,bus,10,78,"No direct train. Bus from Athens to Thessaloniki (Greece) the a train from there to Skopje.<BR><BR>http://www.europebyrail.eu/by-bus-from-skopje-to-thessaloniki<BR><BR>http://www.greecetravel.com/thessaloniki/gettingto.html"
Athens,Sofia,bus,13,71,"http://www.bgrazpisanie.com/en/bus_line/athens%2Bkaraiskaki-sofia/union%2Bivkoni/12206<BR>"
Athens,Tirane,bus,8,40,"<BR><BR>http://livingingreece.gr/2011/06/02/international-buses-greece/"
Athens,Washington DC,plane,15,1008,"Turkish Airlines"
Baghdad,Amman,plane,2,456,"http://www.kayak.com/flights/BGW-AMM/2013-03-28/f7483d6fa81a5f77608e3505efd152d7e"
Baghdad,Amman,plane,2,456,"http://www.kayak.com/flights/BGW-AMM/2013-03-28/f7483d6fa81a5f77608e3505efd152d7e"
Baghdad,Canberra (Use Sydney),plane,44,1166,"http://www.kayak.com/flights/BGW-SYD/2013-04-01/f342a40f319884cb3ce1ea52726fbaa50"
Baghdad,Kuwait,plane,6,426,"http://www.kayak.com/flights/BGW-KWI/2013-04-04/f94bc010aad510a00d194f4ab8be9dffd"
Baghdad,Lima,plane,48,2166,"http://www.kayak.com/flights/ISB-LIM/2013-04-04/fb4b07b29e9e0c83eb6ff4497e4cae414"
Baghdad,London,plane,20,545,"http://www.kayak.com/flights/BGW-LON/2013-04-01/fc5f6ba549746dcae120c872d62d7c688"
Baghdad,Pretoria (Use Johannesburg),plane,19,782,"http://www.kayak.com/flights/BGW-JNB/2013-04-01/fa19fddb6c733c81208c467231443deb7"
Baghdad,Riyadh,plane,8,488,"http://www.kayak.com/flights/BGW-RUH/2013-04-04/f95a31e518c0d3cfc6782da83dccc7b1b"
Baghdad,Singapore,plane,29,907,"http://www.kayak.com/flights/BGW-SIN/2013-04-01/f69932e353e80f603eec4ea24b6517760"
Baghdad,Tehran,plane,10,601,"http://www.kayak.com/flights/BGW-IKA/2013-04-04/f18f04b4a390044785162d8be0ad39cec"
Baghdad,Washington DC,plane,36,1269,"http://www.kayak.com/flights/BGW-WAS/2013-04-01/ffdf392c9954494ecfcb89d22ae8cedfb"
Baku,Canberra (Use Sydney),plane,51,2200,"http://www.kayak.com/flights/GYD-SYD/2013-07-12/2013-08-31"
Baku,Lima,plane,31,1900,"http://www.kayak.com/flights/GYD-LIM/2013-07-12/2013-08-31"
Baku,London,plane,8.5,400,"http://www.kayak.com/flights/GYD-LON/2013-07-12/2013-08-31"
Baku,Pretoria (Use Johannesburg),plane,20,1500,"http://www.kayak.com/flights/GYD-LON/2013-07-12/2013-08-31"
Baku,Tehran,plane,1,152,"COPY: http://www.kayak.com/flights/IKA-GYD/2013-03-28/fc13ad2336d4bc333ac52f019c5e6db6a"
Baku,Washington DC,plane,25,901,"http://www.kayak.com/flights/GYD-IAD/2013-07-12/2013-08-31"
Baku,Yerevan,bus,29,68,"http://www.seat61.com/Caucasus.htm#.UVYxZBdMRGQ<BR><BR>Must take bus from Baku to T'bilisi, then from T'bilisi to Yerevan"
Bamako,Addis Ababa,plane,7,797,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ADD&SD0=ASM&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BKO&SD0=ADD&SDP0=11-04-2013&AD=1&DO=false&NA=false"
Bamako,Dakar,train,9,972.4,"COPY: http://www.seat61.com/Senegal.htm"
Bamako,Ouagadougou,plane,1.33,322,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ADD&SD0=ASM&SDP0=03-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BKO&SD0=OUA&SDP0=03-04-2013&AD=1&DO=true&NA=false"
Bandar Seri Begawan,Manila,plane,2,132,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ADD&SD0=ASM&SDP0=03-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BWN&SD0=MNL&SDP0=03-04-2013&AD=1&DO=true&NA=false"
Bangkok,Beijing,plane,20,327,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=BJS&SD0=PNH&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BJS&SD0=BKK&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Bangkok,Kuala Lumpur,plane,2,85,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=JRS&SD0=AMM&SDP0=17-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KUL&SD0=DMK&SDP0=17-04-2013&AD=1&DO=true&NA=false"
Bangkok,Phnom Penh,train,17,50,"Detailed information about route (involves multiple forms of travel, plus visa info): http://www.seat61.com/Cambodia.htm#Siem Reap<BR><BR><BR>"
Bangkok,Seoul,plane,16,650,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=SEL&SD0=TYO&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=SEL&SD0=BKK&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Bangkok,Singapore,train,48,65,"Tickets bought in Singapore are double the price. <BR>Time varies google show about 2 days.<BR><BR>http://seat61.com/Malaysia.htm#Fares"
Bangkok,Thimphu,plane,3,400,"COPY: http://www.visitbhutan.com/drukair_airfares.html"
Bangkok,Vientiane,train,13,78.34,"Visa required by UK, EU, US & Australian citizens. Visas on arriving to Laos are given at Thanaleng (cost US$35 + 1 baht for entry fee)<BR>Can take sleeper train (sleeping accommodation, but cost slightly more $23-37) <BR>Easiest way is from Bangkok to Nong Khai by sleeper train and shuttle train. Shuttle is 300 baht or 500 baht for a minivan.  <BR><BR>http://seat61.com/Laos.htm#Bangkok to Vientiane<BR><BR><BR>"
Bangui,Brazzaville,plane,19.5,752,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=DOD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=BZV&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Bangui,Canberra (Use Sydney),plane,60,4170,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=SYD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=SYD&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Bangui,Khartoum,plane,16,1205,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=YAO&SDP0=19-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=KRT&SDP0=19-04-2013&AD=1&DO=false&NA=false"
Bangui,Lima,plane,53,2952,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=LIM&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BGF&SD0=LIM&SDP0=17-04-2013&AD=1&DO=false&NA=false"
